gene,logFC,logCPM,F,PValue,FDR,Significant,direction
SYNE3,1.7849463871796962,4.690771798790304,670.8899472109775,4.508045934225151e-24,3.323620658110336e-22,TRUE,Up-regulated
CCN3,1.4366136857845324,5.786669205471077,669.128238431845,4.70537548686389e-24,3.452817786839559e-22,TRUE,Up-regulated
JUN,1.0061259356675967,7.110424156213344,665.0946336445759,5.192838044269134e-24,3.7927130201834844e-22,TRUE,Up-regulated
APOLD1,2.3576123638517408,3.862004131170496,662.7060677506867,5.507240880571073e-24,4.003636044805854e-22,TRUE,Up-regulated
VCAM1,4.281507125555354,2.7701217989644285,663.9105253349115,5.5390722066451156e-24,4.0081341939751464e-22,TRUE,Up-regulated
PM20D2,-1.0958351887364193,6.9088491366972375,659.8161388233334,5.91296842644918e-24,4.258972189188972e-22,TRUE,Down-regulated
CRYAB,2.653274244897329,3.055389745599138,657.1333458740078,6.3224860438982854e-24,4.533048480097716e-22,TRUE,Up-regulated
USP7,-0.8524434649469298,8.150102671623593,656.049801788865,6.4910010618977835e-24,4.632618566094171e-22,TRUE,Not significant
KLF10,1.0245157696097111,6.484074321483397,655.150699101836,6.637657778516641e-24,4.715754139918869e-22,TRUE,Up-regulated
NEMP1,0.848106165965347,7.642942174348168,654.1292950343437,6.808506490259085e-24,4.812842967076677e-22,TRUE,Not significant
RPL4,-0.7691968120491057,9.822420178122632,653.968050783415,6.835899799686643e-24,4.812842967076677e-22,TRUE,Not significant
MYH15,1.5997956501437973,4.835611338237038,648.1188557204925,7.913213650054779e-24,5.546346607639291e-22,TRUE,Up-regulated
FAT3,1.3536883811953906,6.246154229355964,643.9470183893171,8.790063241192802e-24,6.133423591957298e-22,TRUE,Up-regulated
DAZAP1,-0.959668886167282,7.481581598234919,641.9365154977933,9.248957465375555e-24,6.414024353515883e-22,TRUE,Not significant
SLC2A12,1.622073557094418,4.713794510240993,641.8301760157643,9.274277056267368e-24,6.414024353515883e-22,TRUE,Up-regulated
MYC,-0.9690974431364219,7.7059195077783915,640.3333230302129,9.633062297646307e-24,6.632808974106246e-22,TRUE,Not significant
CUBN,1.6711779119238142,4.792831970538108,636.4603571788796,1.0632680852110002e-23,7.2889825315122515e-22,TRUE,Up-regulated
EGR2,2.718740100375623,3.366474999782807,635.4713051456866,1.0909594952168287e-23,7.446155855999577e-22,TRUE,Up-regulated
OGFRL1,-0.9446149683494349,7.64449122645333,634.5255554744384,1.1172134764965652e-23,7.592194190278833e-22,TRUE,Not significant
SEC14L1,-0.8855831812976951,8.466097775615168,634.2467112831521,1.1252286065999085e-23,7.613559792708473e-22,TRUE,Not significant
MPZL1,-0.8069329135029161,7.936925854403062,633.0574822985827,1.1601028898011273e-23,7.815693175686043e-22,TRUE,Not significant
DGAT2L6,5.047656937076446,2.1864311109716925,630.6781524192934,1.3908930430590526e-23,9.330325434769523e-22,TRUE,Up-regulated
LIF,2.070965403970892,4.220469126207743,625.5719347406119,1.4077659174384606e-23,9.403154397249205e-22,TRUE,Up-regulated
STAT1,1.149157595441608,7.724251301619497,625.2439543416579,1.419654417030477e-23,9.44221214390909e-22,TRUE,Up-regulated
ABCA13,1.4934249422704553,7.861173237155657,622.6964021853977,1.5170405164852005e-23,1.0047179352823595e-21,TRUE,Up-regulated
BMPR1A,-1.1836290110314356,6.284763639664188,617.8964382511771,1.7202623109109268e-23,1.1345021063096113e-21,TRUE,Down-regulated
SFPQ,-0.7581425806192692,9.016576226022286,616.2229932726625,1.797721265982603e-23,1.1806043440045413e-21,TRUE,Not significant
PPP1R15A,1.2731436623379657,5.460015028411977,615.9916487702816,1.8087298690760558e-23,1.1828639269313287e-21,TRUE,Up-regulated
DTD1,-1.0865826704658175,6.159310196570333,613.3128894375106,1.9413620904766222e-23,1.2643120614229001e-21,TRUE,Down-regulated
GUCY1A1,3.1979554887171266,2.917630540158729,610.0994541095657,2.1192106649275895e-23,1.3744092403659015e-21,TRUE,Up-regulated
LTBP3,1.0081097591476957,7.1822418430665085,607.685284758656,2.2547068884965024e-23,1.4562425069091045e-21,TRUE,Up-regulated
EZR,-0.7673877713162928,8.383218483138476,605.0924214388388,2.416701166856268e-23,1.5544460591754514e-21,TRUE,Not significant
ATP2B4,0.9015311305460336,7.437509153411293,604.2144012786964,2.474314304949028e-23,1.5830060752578794e-21,TRUE,Not significant
COL1A1,4.103951470963213,2.4234132691241665,604.9955300298845,2.4813594909672454e-23,1.5830060752578794e-21,TRUE,Up-regulated
GBP4,2.147891361332037,3.7709527740249547,602.3857912566053,2.599673165269609e-23,1.651743559884715e-21,TRUE,Up-regulated
TLR4,0.8497391588702984,7.074531568914445,601.8506642935345,2.63675920630261e-23,1.6685241455267122e-21,TRUE,Not significant
TPM2,1.5232551105063776,4.840210080535938,601.1206102833922,2.6892567139222356e-23,1.6948823563953443e-21,TRUE,Up-regulated
SHMT2,-0.887464916293679,7.483473768459553,600.4957795477771,2.7349261799761087e-23,1.7167428189970516e-21,TRUE,Not significant
CAPNS1,-0.8410778131736766,8.182475535490724,599.3031369500111,2.824541511490127e-23,1.7659033529836275e-21,TRUE,Not significant
USP11,0.9446051624583272,7.698109919353596,599.1119584685225,2.839193881316379e-23,1.767992046413347e-21,TRUE,Not significant
NPNT,1.9298830084330811,4.1005265989608075,598.6319567446593,2.876649819016868e-23,1.784207804414034e-21,TRUE,Up-regulated
RPL10A,-0.8355586650869962,7.754187692545811,598.2823236990263,2.903715768894236e-23,1.7921380005598614e-21,TRUE,Not significant
SPOCD1,3.9327456421748206,2.6101636160281916,599.1295192098867,2.912367576085763e-23,1.7921380005598614e-21,TRUE,Up-regulated
PLD3,1.088671919881377,6.841628440416812,597.935504738341,2.931148664435763e-23,1.79662171078945e-21,TRUE,Up-regulated
SLCO3A1,1.105013019290529,6.1086236468607815,597.5484253261521,2.9620929316496186e-23,1.8084965828782634e-21,TRUE,Up-regulated
HAP1,1.2370597999197879,5.590899920489851,596.4592653516197,3.051032966165763e-23,1.8555503992673492e-21,TRUE,Up-regulated
CD24,1.5827498624272045,4.935626880420762,593.238743855386,3.3311294045056904e-23,2.0155200656632712e-21,TRUE,Up-regulated
RELB,2.145697934819382,3.6107092010687576,593.1458321570541,3.3398573065053566e-23,2.0155200656632712e-21,TRUE,Up-regulated
EEF2,-0.7911939853555551,11.170610228858695,591.5762582074902,3.485874867866716e-23,2.0955470840291066e-21,TRUE,Not significant
CD47,0.8112935997047864,7.8527342007185945,591.1272710291929,3.5290309649474356e-23,2.107953966490491e-21,TRUE,Not significant
LIG3,-1.2621356369348313,5.447372931280278,591.0816154807752,3.5334864953327484e-23,2.107953966490491e-21,TRUE,Down-regulated
CNR1,1.287112839889688,5.121572381184558,588.1670937100678,3.8282274966851167e-23,2.2683295362475533e-21,TRUE,Up-regulated
UBTD2,-0.8439664129817794,7.786902215999963,588.1362629197213,3.831343554506424e-23,2.2683295362475533e-21,TRUE,Not significant
COL6A3,4.82584264602508,1.891501553497548,589.5721400782,3.9968917282524463e-23,2.357411989154179e-21,TRUE,Up-regulated
APOE,3.0283623442004437,2.864501168635379,586.311453604898,4.0335785322606984e-23,2.3701064834298764e-21,TRUE,Up-regulated
NPM1,-0.8305936745450957,9.717107507669724,583.541693627923,4.3503086327822766e-23,2.5466413457073775e-21,TRUE,Not significant
GSN,0.8265112123710961,8.998417527890732,583.0096985512372,4.415038776506396e-23,2.574890152119215e-21,TRUE,Not significant
ITGB3,1.6710617276928035,4.958057547172929,580.3253634939059,4.7581373346513945e-23,2.7646723621041372e-21,TRUE,Up-regulated
TOP2B,-0.808349836074211,8.58541534297325,579.6356950461053,4.850040960663131e-23,2.807634822783879e-21,TRUE,Not significant
STON2,1.4411471114303884,4.801750830008966,577.9332499771281,5.086652017206088e-23,2.9337406283738434e-21,TRUE,Up-regulated
SNRPF,-0.9403990791821555,6.621421833170811,576.2660846448481,5.330017099833896e-23,3.0628002672942567e-21,TRUE,Not significant
JUNB,1.2905414256000218,5.898442381153201,575.4989550818714,5.446173835309112e-23,3.1180841408747777e-21,TRUE,Up-regulated
RPSA,-0.7864790474322234,9.312978273432195,574.8706362755892,5.543274619204236e-23,3.1620942444584746e-21,TRUE,Not significant
LOC124902010,3.000778170815115,3.3099879878414833,573.3970653804444,5.795119434245356e-23,3.2937351548092696e-21,TRUE,Up-regulated
ZNF528,1.7458111380195134,4.3902218534771436,572.3556646147196,5.951229843614e-23,3.3702073353509717e-21,TRUE,Up-regulated
HNRNPU,-0.7076842903728057,9.953528294755944,572.114930003546,5.991405213371144e-23,3.3807098731043674e-21,TRUE,Not significant
DCBLD2,0.7849044738167475,9.467886912336056,571.9743569469895,6.015269471944412e-23,3.3819662534709047e-21,TRUE,Not significant
AQP1,1.7882263790068533,4.682446890951913,566.1481860721057,7.09910898386205e-23,3.9770277210668045e-21,TRUE,Up-regulated
CEMIP,2.725514320167,3.117433263381741,564.3718301271375,7.476033136930611e-23,4.1732284975080514e-21,TRUE,Up-regulated
DKK3,1.3685771730451246,5.052613248755861,563.2038537971536,7.722760548209548e-23,4.295613785356414e-21,TRUE,Up-regulated
BHLHE41,1.7123264780662046,4.641209092712705,560.2412596799564,8.410195919317039e-23,4.661395823366146e-21,TRUE,Up-regulated
CELF2,1.5924039571675674,4.653116122299949,557.4503983985433,9.116734872407754e-23,5.035143676881032e-21,TRUE,Up-regulated
AHCY,-0.9019711127304654,7.083435834366387,555.9372134027053,9.525520268429839e-23,5.227939307559401e-21,TRUE,Not significant
DDX46,-0.8111702071749758,7.341645418986018,555.9078724373352,9.53364081030217e-23,5.227939307559401e-21,TRUE,Not significant
BEX1,1.6250352176621836,4.4862221696988565,555.7928272825604,9.566158937696663e-23,5.227939307559401e-21,TRUE,Up-regulated
COL7A1,2.1264437255198056,4.062826005922195,554.650833828867,9.889788192317225e-23,5.385971757697499e-21,TRUE,Up-regulated
PGBD5,1.8743262497340507,4.435776173123003,552.6834973852607,1.0473407898484186e-22,5.684005744906522e-21,TRUE,Up-regulated
HNRNPDL,-0.8158464139864935,8.221666495552881,551.9811847515005,1.0689796483897668e-22,5.781367440945348e-21,TRUE,Not significant
ANP32A,-0.9599327181843481,7.6768600620420475,550.2287199522914,1.1252862400916516e-22,6.064904804356039e-21,TRUE,Not significant
FZD7,1.0973936153354478,6.22787871702468,549.1607802350065,1.1611335191051499e-22,6.236603746946217e-21,TRUE,Up-regulated
PSMA7,-0.7797333169409881,8.147498376384476,547.4738766158029,1.2202353803818465e-22,6.5316023956740616e-21,TRUE,Not significant
KDM1A,-0.7760821762715348,7.766886914480523,545.4812137061832,1.2941813114166077e-22,6.89768314697032e-21,TRUE,Not significant
PDK1,-1.235663216291133,5.510493942762611,545.3961096431175,1.297452876013611e-22,6.89768314697032e-21,TRUE,Down-regulated
MMP14,1.6018674674848374,4.625395534379187,545.1692769992661,1.3062424765825102e-22,6.920871155588012e-21,TRUE,Up-regulated
ALDH1A1,-0.7644300339597324,9.530134158055017,544.894110019516,1.3168614851590632e-22,6.953562504404107e-21,TRUE,Not significant
NLRP1,1.9571377931059537,4.12108230944844,544.3051343901626,1.3401611828177697e-22,7.05276743684907e-21,TRUE,Up-regulated
IFIT1,1.3945105960106294,5.744395530032853,544.1408723721564,1.3465848395955314e-22,7.062792296267838e-21,TRUE,Up-regulated
ELN,1.2740058287665619,5.216914956733173,543.6037109338954,1.368214816892693e-22,7.139778526381097e-21,TRUE,Up-regulated
DDX3X,-0.6986363818597016,9.470112518625156,543.5496596011412,1.370398949401362e-22,7.139778526381097e-21,TRUE,Not significant
HSPD1,-0.7472327239447977,9.83443618434182,542.5615025357666,1.411214933059515e-22,7.328003124159542e-21,TRUE,Not significant
SMARCA4,-0.7863432573729281,8.433777998931845,542.1260866158368,1.429606586998916e-22,7.398924157216244e-21,TRUE,Not significant
CHRNA9,0.9931159542827579,6.04063998481978,541.0715606285338,1.475211631425994e-22,7.609755049237058e-21,TRUE,Not significant
HEXB,0.8127801479332133,7.4178225635093344,540.0753174285171,1.519705456847928e-22,7.791524963150005e-21,TRUE,Not significant
MTUS1,1.0799379519922996,5.948049321719733,540.0596854287559,1.5204191386825028e-22,7.791524963150005e-21,TRUE,Up-regulated
MAP3K4-AS1,1.674368274816177,4.187902133363715,539.808918895092,1.5319809837942557e-22,7.825118554478503e-21,TRUE,Up-regulated
ABCA7,1.0935893055673116,6.043510883530795,539.0379562327491,1.5675558203099292e-22,7.980748362033938e-21,TRUE,Up-regulated
GPD1L,-1.0303158966615966,6.233888592049327,538.7494375708283,1.5811447914408931e-22,8.023796457864012e-21,TRUE,Down-regulated
ADCY7,-1.6265021247045814,4.710944516434188,538.0889979810747,1.612797752916142e-22,8.157938148245729e-21,TRUE,Down-regulated
FILIP1L,2.0551782335369673,3.8056482743160895,537.7860423259162,1.627627948027492e-22,8.206395105699904e-21,TRUE,Up-regulated
MID1,0.8769812430063644,7.287974751756704,537.1675960055848,1.6578942223003669e-22,8.332117908216956e-21,TRUE,Not significant
STX3,1.2363160283827324,5.027867591973686,534.2866819381285,1.8080103420800925e-22,9.057436425228155e-21,TRUE,Up-regulated
MYLK,2.9097655354435443,3.220132107748968,533.653220479822,1.844071654163541e-22,9.208575065359791e-21,TRUE,Up-regulated
IPO5,-0.7847614591125431,7.574449294810635,533.3694364898732,1.8587466579505033e-22,9.252296262345978e-21,TRUE,Not significant
NACA,-0.7146237074914571,8.595570005088021,532.520546882444,1.9070645595542098e-22,9.462672719311841e-21,TRUE,Not significant
RPL23A,-0.7608142618194657,8.196660691668297,530.7010484907755,2.015164815592715e-22,9.967413312567764e-21,TRUE,Not significant
COL28A1,-2.6313456176218275,2.9348255626207385,529.1308802443613,2.1149427414693976e-22,1.0427935346740278e-20,TRUE,Down-regulated
RAN,-0.7226569656429699,8.716452959138781,528.9964822976405,2.1223321271164684e-22,1.0431462624789435e-20,TRUE,Not significant
TDG,-0.955755371765463,6.389576745112105,528.865371566087,2.1308254863029814e-22,1.0440376912512727e-20,TRUE,Not significant
MAPK6,-0.7704816894211274,7.545419998809462,528.4218734011803,2.1598050057519927e-22,1.054929757496989e-20,TRUE,Not significant
OSBP2,1.3568965150464662,4.830509581948628,526.3835654856784,2.298515239469006e-22,1.1166488432369538e-20,TRUE,Up-regulated
HMGB1,-0.7599573369134796,8.495593119998547,526.3554886415988,2.300453790929617e-22,1.1166488432369538e-20,TRUE,Not significant
MAP2K6,-1.7158750155014155,4.383123480054326,524.3128833873332,2.449276754292385e-22,1.1852072962721356e-20,TRUE,Down-regulated
GRN,0.8188490420072333,8.149652967480044,523.6921120278296,2.4961922253161118e-22,1.2041816198052724e-20,TRUE,Not significant
TNC,0.780476972639617,10.817949651538484,523.3073315737497,2.5258966417416434e-22,1.214761984936058e-20,TRUE,Not significant
ATP11C,-0.7582146024651292,7.980047532027941,522.8700076407928,2.5601130470754317e-22,1.2274407032450612e-20,TRUE,Not significant
U2SURP,-0.7854824472965906,7.987894536566583,522.657441782624,2.576920928967953e-22,1.2317209210938565e-20,TRUE,Not significant
RBMX,-0.7338831400311325,8.636508499544018,521.9612576931279,2.6327913419863265e-22,1.25458928887946e-20,TRUE,Not significant
IPO7,-0.7935201287533443,8.310243153553728,521.0662557004488,2.7065082553980186e-22,1.2857970830355936e-20,TRUE,Not significant
EYA1,1.477046459549358,4.410702939622985,520.7539049755277,2.7329094186996663e-22,1.2944052792204783e-20,TRUE,Up-regulated
FUS,-0.7352601547583997,8.758337074462867,520.2450169032306,2.776072864976148e-22,1.3108767033104891e-20,TRUE,Not significant
EGLN3,-1.2573050425579666,5.422775430664212,520.1216756170863,2.7867065584272493e-22,1.3119344430186116e-20,TRUE,Down-regulated
LINC01303,2.6500176776055016,2.9968836554585567,518.7475768044314,2.909249747775126e-22,1.3655127194512076e-20,TRUE,Up-regulated
PLXNC1,0.966531528848005,6.08626651909342,518.472378897665,2.9327683513543884e-22,1.3724302195110507e-20,TRUE,Not significant
NFKB2,1.360580873162538,5.214161398281987,516.9076152116016,3.078890358862861e-22,1.4365091435530302e-20,TRUE,Up-regulated
LOC124902477,-0.9410435528356685,7.8081911373650446,516.7540720659536,3.0936047574761863e-22,1.4390786416474046e-20,TRUE,Not significant
GARIN1B,4.73865839200804,2.425685380519255,505.55836765694045,3.215436460688867e-22,1.4913137056548068e-20,TRUE,Up-regulated
TIMM13,-1.1199565717643134,5.867029792919118,515.3773670972627,3.229218722574068e-22,1.4932748116518546e-20,TRUE,Down-regulated
ITM2B,0.7483548072323347,9.427156688219103,515.1661968455745,3.2505527371566843e-22,1.4987061735032147e-20,TRUE,Not significant
ZNF93,1.5676339690793757,4.524929699831833,514.8922189900238,3.278692765755758e-22,1.5072343508459557e-20,TRUE,Up-regulated
RPS8,-0.7492808440935701,9.0320396072893,514.2626158053882,3.3436078808390954e-22,1.5290456469916298e-20,TRUE,Not significant
EMC3-AS1,1.3300099167574309,4.942388123000068,514.243082275837,3.3457044866995356e-22,1.5290456469916298e-20,TRUE,Up-regulated
RPL19,-0.6884656190921054,9.382917491725893,514.1359219928703,3.3568790715160526e-22,1.5296798801106677e-20,TRUE,Not significant
MEX3A,-1.2248949264279743,5.428487653607129,513.3946885294613,3.4356930431811154e-22,1.561043089096536e-20,TRUE,Down-regulated
HDAC2,-0.7565009574874079,7.681809301505383,513.024816282564,3.4756857446344953e-22,1.5746367590909322e-20,TRUE,Not significant
RPL36,-0.8873308480069547,8.2500374358863109,512.5430951461352,3.5285692561643667e-22,1.593615429939232e-20,TRUE,Not significant
GBP1,1.4826087983531824,5.200101984320314,512.4590059408878,3.537968996730093e-22,1.593615429939232e-20,TRUE,Up-regulated
SRSF7,-0.7991582667606337,7.250202063909995,511.7379225442633,3.6188741393682105e-22,1.6253736436300327e-20,TRUE,Not significant
SERPINE1,2.277234799951617,3.4569820419773145,511.58184656433326,3.637369408811829e-22,1.6289995375280485e-20,TRUE,Up-regulated
PTPRJ,-0.7888550096827852,7.222640206328607,511.31983812967064,3.6667258468911986e-22,1.637454999625984e-20,TRUE,Not significant
PA2G4,-0.8229323234539644,7.799824313571515,509.7435186811017,3.853251996971817e-22,1.715849820873775e-20,TRUE,Not significant
YBX1,-0.7046662376294767,10.0124466609483,508.30215243641226,4.0326113102288624e-22,1.790616897127191e-20,TRUE,Not significant
CNIH3,1.3196511476474895,4.900137191128212,507.98881978474003,4.072819233798532e-22,1.8033474397810497e-20,TRUE,Up-regulated
RCAN2,4.658372894667065,1.915602947631348,476.7617488392071,4.242664628404502e-22,1.873244297795547e-20,TRUE,Up-regulated
TNFAIP8L3,3.4093795707083743,2.530655550498432,506.329242121894,4.312551351266876e-22,1.8987373977549653e-20,TRUE,Up-regulated
NUDT3,-0.7968550034962673,7.358147608538939,505.5870168747587,4.394914774138065e-22,1.929565110106122e-20,TRUE,Not significant
ARL5A,-0.9154203695499011,6.622567437121986,505.3100362426337,4.433768811794534e-22,1.9411710512142456e-20,TRUE,Not significant
RPL14,-0.7385041354455204,8.792868498924433,505.14314324629436,4.457347144371818e-22,1.9460429012997633e-20,TRUE,Not significant
ASAH1,0.8402033777408483,7.097680851837316,503.6495751226909,4.674418209980329e-22,2.035129710919012e-20,TRUE,Not significant
